,QQQ,QLD
2022-10-05,6416.0997574789,4069.850553814004
2022-10-06,6365.586453480022,4004.9008150470236
2022-10-07,6123.031579323256,3698.1382027168247
2022-10-10,6061.824017270564,3619.199289446188
2022-10-11,5978.545326894037,3529.2688819226773
2022-10-12,5976.497490245434,3523.273521421109
2022-10-13,6116.660531972045,3683.149801462907
2022-10-14,5932.810308408567,3459.3230094043897
2022-10-17,6128.720014458263,3694.1412957157795
2022-10-18,6177.185481808536,3752.0964472309306
2022-10-19,6154.659278673902,3720.1211912225713
2022-10-20,6123.259116728655,3678.1536677115996
2022-10-21,6266.835219536271,3854.0175757575767
2022-10-24,6335.779053372575,3937.95262277952
2022-10-25,6466.840598883172,4098.828129571579
2022-10-26,6323.947108291756,3914.9704075235118
2022-10-27,6208.813181159182,3770.0825287356324
2022-10-28,6398.806914668469,4002.9023615465003
2022-10-31,6324.402183102556,3904.9781400208994
2022-11-01,6259.781559968858,3826.039226750262
2022-11-02,6045.213786676334,3564.2418181818193
2022-11-03,5927.121873273555,3425.3492998955076
2022-11-04,6022.460046136299,3534.265015673981
2022-11-07,6088.673431107799,3611.205475444097
2022-11-08,6133.043225160866,3661.166812957158
2022-11-09,5991.514959001852,3489.2998119122267
2022-11-10,6433.620137694719,4004.900815047022
2022-11-11,6552.167125908297,4152.786374085686
2022-11-14,6494.82769974741,4077.844367816093
2022-11-15,6584.704974880546,4192.755444096135
2022-11-16,6494.82769974741,4075.8459143155706
2022-11-17,6480.492843207188,4054.8621525600847
2022-11-18,6480.720380612588,4055.8613793103464
2022-11-21,6414.051920830288,3970.9271055381414
2022-11-22,6506.432107422826,4084.8389550679217
2022-11-23,6571.735342772725,4165.776321839081
2022-11-25,6528.503235746661,4108.8203970741915
2022-11-28,6432.709988073115,3986.914733542321
2022-11-29,6384.016983317442,3927.960355276909
2022-11-30,6675.037324824481,4286.682758620692
2022-12-01,6683.228671418893,4294.676572622781
2022-12-02,6656.606794987053,4260.702863113899
2022-12-05,6544.885928935483,4112.817304075236
2022-12-06,6409.273635316879,3942.948756530827
2022-12-07,6383.106833695839,3908.975047021944
2022-12-08,6458.649252288755,4003.901588296762
2022-12-09,6417.464981911292,3951.9417972831775
2022-12-12,6498.013223423012,4047.867565308256
2022-12-13,6567.867206880917,4135.7995193312445
2022-12-14,6519.174202125244,4071.8490073145254
2022-12-15,6300.283218130113,3798.060877742947
2022-12-16,6240.213343104423,3723.1188714733544
2022-12-19,6152.734539761612,3622.1969696969704
2022-12-20,6147.944644475792,3612.2047021943577
2022-12-21,6237.127932892726,3718.122737722049
2022-12-22,6084.535554501604,3523.2735214211084
2022-12-23,6098.220969603948,3540.26037617555
2022-12-27,6012.002854459187,3433.3431138975984
2022-12-28,5932.6274468656,3342.4134796238263
2022-12-29,6077.236666447023,3504.288213166146
2022-12-30,6073.58722241973,3501.290532915362
2023-01-03,6032.530977112703,3452.3284221525614
2023-01-04,6061.270348827623,3485.302904911183
2023-01-05,5966.384804118046,3371.391055381402
2023-01-06,6131.0659658495715,3557.2472309299915
2023-01-09,6170.753669646366,3604.210888192269
2023-01-10,6222.986337286973,3665.163719958204
2023-01-11,6330.64493609207,3789.0678369905972
2023-01-12,6364.858473847928,3825.040000000002
2023-01-13,6408.651802175424,3877.9990177638474
2023-01-17,6421.6529465226495,3890.9889655172433
2023-01-18,6338.171914398357,3791.06629049112
2023-01-19,6275.903275682697,3715.1250574712662
2023-01-20,6447.6552352171,3922.9642215256026
2023-01-23,6590.895913288287,4094.831222570535
2023-01-24,6577.438588437651,4075.845914315572
2023-01-25,6562.840812328485,4053.862925809825
2023-01-26,6690.79944353539,4210.741525600839
2023-01-27,6757.401797033458,4293.677345872521
2023-01-30,6620.775736261737,4116.814211076283
2023-01-31,6719.994995753721,4243.716008359459
2023-02-01,6863.691854328321,4427.573730407527
2023-02-02,7110.029326170491,4739.332476489031
2023-02-03,6983.6673267255255,4568.46470219436
2023-02-06,6924.591951533745,4492.523469174506
2023-02-07,7068.0607198566395,4679.378871473357
2023-02-08,6942.382991166792,4508.511097178685
2023-02-09,6881.026713457954,4425.575276907003
2023-02-10,6835.864843620223,4369.618578892374
2023-02-13,6945.348164438966,4510.509550679209
2023-02-14,6996.668471072751,4571.462382445145
2023-02-15,7050.269680223595,4645.405161964476
2023-02-16,6917.977334234281,4463.545893416931
2023-02-17,6869.166020369259,4399.595381400212
2023-02-21,6706.537670903084,4190.756990595613
2023-02-22,6711.55565644061,4196.752351097181
2023-02-23,6770.174851128978,4269.695903866251
2023-02-24,6656.813996031238,4122.80957157785
2023-02-27,6704.484858637732,4183.762403343784
2023-02-28,6695.817429072915,4169.773228840127
2023-03-01,6641.988129670367,4102.825036572624
2023-03-02,6696.957880331444,4172.77090909091
2023-03-03,6835.408663116812,4342.63945663532
2023-03-06,6843.163731674806,4348.634817136888
2023-03-07,6759.2265190471035,4241.717554858937
2023-03-08,6792.98387629955,4285.683531870431
2023-03-09,6675.289306419402,4128.804932079417
2023-03-10,6581.544212968354,4013.893855799375
2023-03-13,6630.355526833377,4074.8466875653103
2023-03-14,6782.719814972793,4262.7013166144225
2023-03-15,6818.301894238884,4304.668840125393
2023-03-16,6998.037012582987,4529.494858934172
2023-03-17,6964.963926085658,4484.529655172416
2023-03-20,6989.648537396006,4517.504137931037
2023-03-21,7089.477815130489,4643.406708463952
2023-03-22,6993.075171643183,4516.504911180775
2023-03-23,7075.999720424918,4626.419853709511
2023-03-24,7102.042140703479,4657.395882967609
2023-03-27,7053.383934393535,4590.447690700106
2023-03-28,7015.91939995771,4544.48326018809
2023-03-29,7143.847078519066,4711.354127481715
2023-03-30,7211.465994330066,4794.289947753398
2023-03-31,7331.398192981335,4953.167001044935
2023-04-03,7313.579694896003,4928.186332288405
2023-04-04,7288.907928316314,4895.211849529785
2023-04-05,7216.948609125552,4793.290721003138
2023-04-06,7265.606815435496,4862.237366771164
2023-04-10,7261.494854338881,4851.24587251829
2023-04-11,7214.892628577245,4789.293814002094
2023-04-12,7151.157231579713,4702.361086729367
2023-04-13,7291.192351147767,4886.218808777434
2023-04-14,7277.48581415905,4865.235047021948
2023-04-17,7283.653755803973,4870.231180773255
2023-04-18,7284.110640370264,4873.228861024038
2023-04-19,7280.684006123084,4867.233500522471
2023-04-20,7225.172531318782,4792.291494252879
2023-04-21,7232.711126662577,4798.286854754446
2023-04-24,7217.633935974988,4777.30309299896
2023-04-25,7081.482335220405,4598.441504702199
2023-04-26,7124.429484451715,4650.401295715783
2023-04-27,7318.148540558909,4903.205663531875
2023-04-28,7368.634285134015,4970.153855799377
2023-05-01,7360.18192065764,4957.163908045981
2023-05-02,7295.9896390938175,4868.232727272731
2023-05-03,7248.245201916456,4808.279122257057
2023-05-04,7222.659666204186,4771.307732497392
2023-05-05,7376.17288047781,4971.153082549638
2023-05-08,7394.448263129433,4994.135297805647
2023-05-09,7347.61759508465,4931.184012539189
2023-05-10,7427.572394185498,5038.1012748171415
2023-05-11,7451.787276198896,5068.078077324978
2023-05-12,7425.059529070899,5031.106687565313
2023-05-15,7465.265370904468,5085.064932079421
2023-05-16,7473.717735380844,5094.057972831772
2023-05-17,7564.180879506373,5218.961316614425
2023-05-18,7704.6728836407165,5406.815945663538
2023-05-19,7687.311270121676,5382.834503657268
2023-05-22,7713.125248117091,5414.809759665626
2023-05-23,7615.351950930914,5278.914921630098
2023-05-24,7576.288320513072,5222.958223615471
2023-05-25,7760.6412430113105,5473.76413793104
2023-05-26,7958.929144781409,5754.546854754447
2023-05-30,7995.023025518365,5803.508965517247
2023-05-31,7949.563011172454,5727.567732497393
2023-06-01,8041.396808996855,5869.457931034488
2023-06-02,8101.705571747206,5955.391431556954
2023-06-05,8107.416628825837,5962.386018808782
2023-06-06,8106.045975126965,5960.387565308259
2023-06-07,7968.523720673509,5755.546081504706
2023-06-08,8067.439229275413,5894.438599791018
2023-06-09,8098.278937500025,5937.4053500522505
2023-06-12,8235.115865104044,6140.2483803552805
2023-06-13,8298.394377535284,6230.178787878792
2023-06-14,8358.703140285636,6321.108422152563
2023-06-15,8458.303975736977,6466.995527690705
2023-06-16,8405.076923764127,6383.060480668762
2023-06-20,8393.05971745927,6368.072079414843
2023-06-21,8278.681689148296,6194.206624869388
2023-06-22,8376.360525325868,6337.096050156745
2023-06-23,8293.3220767721,6209.195026123307
2023-06-26,8182.146633253833,6042.3241588296805
2023-06-27,8322.83160807633,6248.164869383495
2023-06-28,8339.07328809649,6269.148631138981
2023-06-29,8322.374095963087,6241.170282131667
2023-06-30,8450.706243728,6433.021818181823
2023-07-03,8470.608020654108,6463.997847439921
2023-07-05,8470.379264597485,6459.001713688615
2023-07-06,8405.870056630096,6359.079038662492
2023-07-07,8377.961817722218,6313.114608150475
2023-07-10,8380.706890401683,6321.108422152565
2023-07-11,8422.111736650253,6379.063573667717
2023-07-12,8528.483302979459,6540.938307210035
2023-07-13,8673.285886821152,6755.7720585162015
2023-07-14,8671.455838368176,6752.774378265417
2023-07-17,8752.435482412346,6875.679268547549
2023-07-18,8824.036128135014,6990.590344827589
2023-07-19,8821.977323625415,6972.604263322888
2023-07-20,8618.613189288504,6656.8486102403385
2023-07-21,8592.763754890224,6615.880313479627
2023-07-24,8606.489118287542,6636.864075235114
2023-07-25,8664.821912726138,6728.792936259148
2023-07-26,8635.998649591771,6681.829278996869
2023-07-27,8615.410604495795,6644.857889237203
2023-07-28,8772.337259338452,6885.67153605016
2023-07-31,8776.912380470892,6897.662257053296
2023-08-01,8756.553091431539,6858.692413793108
2023-08-02,8564.398003869102,6554.927481713692
2023-08-03,8550.672640471787,6530.946039707424
2023-08-04,8510.640330562945,6467.994754440967
2023-08-07,8582.69848839886,6577.909696969702
2023-08-08,8509.725306336459,6462.998620689661
2023-08-09,8416.164079178083,6319.109968652043
2023-08-10,8431.719491028374,6340.09373040753
2023-08-11,8377.961817722218,6257.157910135847
2023-08-14,8471.980556993838,6399.048108672943
2023-08-15,8382.079426741413,6260.155590386631
2023-08-16,8293.322076772098,6124.260752351103
2023-08-17,8202.734678349805,5987.366687565314
2023-08-18,8192.440655801818,5971.379059561134
2023-08-21,8324.43290047268,6165.229049111815
2023-08-22,8312.53758552834,6146.243740856851
2023-08-23,8443.614805972717,6338.095276907008
2023-08-24,8263.126277298,6059.311013584123
2023-08-25,8327.177973152144,6158.2344618599855
2023-08-28,8389.85713266656,6251.16254963428
2023-08-29,8573.090734020741,6518.955318704291
2023-08-30,8620.900749854729,6590.899644723098
2023-08-31,8646.750184253007,6622.87490073146
2023-09-01,8637.599941988128,6613.881859979108
2023-09-05,8648.580232705983,6625.872580982244
2023-09-06,8572.404465850874,6508.963051201679
2023-09-07,8511.09784267619,6411.0388296760775
2023-09-08,8522.99315762053,6426.027230929997
2023-09-11,8623.417066477567,6577.909696969704
2023-09-12,8527.797034809593,6432.022591431565
2023-09-13,8560.28039484991,6478.986248693843
2023-09-14,8630.279748176225,6581.90660397075
2023-09-15,8482.503335598447,6351.0852246604045
2023-09-18,8491.323025361507,6367.072852664584
2023-09-19,8473.225185858902,6339.094503657268
2023-09-20,8351.122040860313,6155.236781609203
2023-09-21,8198.09220810411,5922.416948798335
2023-09-22,8199.23764098402,5927.41308254964
2023-09-25,8238.18235890102,5980.372100313486
2023-09-26,8114.475607870554,5798.512831765941
2023-09-27,8133.489793677089,5829.488861024039
2023-09-28,8201.528506743844,5921.4177220480715
2023-09-29,8207.484757719383,5930.410762800424
2023-10-02,8275.981643938103,6025.33730407524
2023-10-03,8130.740754765299,5812.502006269598
2023-10-04,8241.389570964771,5969.380606060612
2023-10-05,8217.106393910644,5930.410762800424
2023-10-06,8354.787426076033,6126.259205851626
2023-10-09,8397.397529208749,6190.209717868343
2023-10-10,8443.902104133165,6254.160229885063
2023-10-11,8504.151873616522,6345.089864158836
2023-10-12,8474.599705314798,6294.129299895512
2023-10-13,8368.074447483008,6138.249926854759
2023-10-16,8462.687203363717,6279.140898641594
2023-10-17,8434.967727669853,6236.17414838036
2023-10-18,8324.318911470382,6060.310240334383
2023-10-19,8246.429475636387,5951.394524555908
2023-10-20,8123.409984333867,5774.53138975967
2023-10-23,8147.922247963977,5805.507419017768
2023-10-24,8227.186203253867,5921.417722048071
2023-10-25,8025.819102965386,5627.645057471268
2023-10-26,7872.789270209182,5410.8128526645805
2023-10-27,7910.588555246268,5462.772643678165
2023-10-30,7999.7032333033985,5580.681400208991
2023-10-31,8037.96069149245,5637.637324973883
2023-11-01,8177.474416265696,5833.485768025084
2023-11-02,8325.922517502255,6040.32570532916
2023-11-03,8423.742485446715,6180.2174503657325
2023-11-06,8458.105471844066,6228.180334378271
2023-11-07,8538.056686861904,6344.090637408575
2023-11-08,8543.554764685481,6354.082904911187
2023-11-09,8477.806917378548,6253.161003134803
2023-11-10,8668.406948595857,6526.949132706381
2023-11-13,8641.374732629942,6487.979289446193
2023-11-14,8827.393032327605,6764.765099268555
2023-11-15,8834.036543031094,6773.7581400209065
2023-11-16,8841.59640003851,6785.74886102404
2023-11-17,8843.658179222351,6784.7496342737795
2023-11-20,8951.328869934052,6950.621274817144
2023-11-21,8899.326217186062,6861.690094043894
2023-11-22,8935.750982767255,6920.644472309306
2023-11-24,8923.151221088225,6896.663030303036
2023-11-27,8915.362277504824,6884.672309299903
2023-11-28,8938.729108255024,6918.646018808783
2023-11-29,8930.023818367696,6902.658390804604
2023-11-30,8907.573333921428,6865.687001044938
2023-12-01,8933.001943855468,6905.656071055388
2023-12-04,8850.07260334986,6772.7589132706435
2023-12-05,8872.294001220147,6805.7333960292635
2023-12-06,8820.978608200103,6726.794482758625
2023-12-07,8944.227186078602,6915.648338557999
2023-12-08,8984.088250299532,6969.606583072105
2023-12-11,9060.832253253617,7089.513793103455
2023-12-12,9132.994524688056,7202.426415882973
2023-12-13,9249.141418711104,7382.2872309299955
2023-12-14,9241.123388551721,7366.2996029258165
2023-12-15,9285.795270868277,7420.257847439923
2023-12-18,9344.172486679556,7528.174336468137
2023-12-19,9391.91710388574,7602.117115987467
2023-12-20,9252.355915129201,7365.3003761755535
2023-12-21,9360.01084527199,7536.168150470226
2023-12-22,9374.012872433419,7557.1519122257105
2023-12-26,9431.39822965239,7645.0838662487
2023-12-27,9450.584220443554,7674.061442006276
2023-12-28,9445.990983884407,7660.072267502619
2023-12-29,9405.111178508005,7594.123301985378
2024-01-02,9245.955531733583,7338.3212539185015
2024-01-03,9148.119593023766,7181.442654127488
2024-01-04,9101.038918292517,7102.50374085685
2024-01-05,9111.833024206513,7120.489822361553
2024-01-08,9300.155723131511,7412.264033437833
2024-01-09,9318.528669368097,7441.241609195408
2024-01-10,9381.68567205636,7538.166603970749
2024-01-11,9401.206927432731,7562.14804597702
2024-01-12,9406.029825819835,7572.140313479631
2024-01-16,9405.111178508007,7569.1426332288465
2024-01-17,9352.059296249867,7480.211452455596
2024-01-18,9484.803832809195,7694.045977011501
2024-01-19,9672.896869906237,7992.814775339608
2024-01-22,9685.52827044389,8012.799310344833
2024-01-23,9725.719090336419,8076.749822361554
2024-01-24,9779.689619906387,8162.68332288402
2024-01-25,9791.632034960168,8178.670950888199
2024-01-26,9733.29793065901,8078.748275862075
2024-01-29,9832.971163992483,8246.618369905964
2024-01-30,9767.517543024649,8131.707293625921
2024-01-31,9576.209240336204,7813.953187042849
2024-02-01,9688.973197863244,7999.809362591438
2024-02-02,9852.722081196813,8267.602131661448
2024-02-05,9839.861018831203,8237.62532915361
2024-02-06,9820.110101626873,8207.648526645773
2024-02-07,9921.161305928093,8372.520940438877
2024-02-08,9939.53425216468,8399.50006269593
2024-02-09,10037.370190874495,8561.374796238251
2024-02-12,9998.098018293793,8491.428923719965
2024-02-13,9842.157637110775,8224.635381400216
2024-02-14,9949.40971076684,8405.495423197499
2024-02-15,9979.036086573333,8447.462946708472
2024-02-16,9888.54932635815,8294.581253918503
2024-02-20,9813.909232272023,8167.679456635325
2024-02-21,9774.637059691322,8099.732037617561
2024-02-22,10060.795697326137,8572.366290491125
2024-02-23,10031.169321519643,8517.408819226755
2024-02-26,10025.887099476624,8507.416551724144
2024-02-27,10050.001591412143,8548.384848484853
2024-02-28,9996.490385498088,8451.459853709515
2024-02-29,10082.154247326169,8597.346959247656
2024-03-01,10233.960715605956,8854.148234064793
2024-03-04,10197.44448496074,8782.203908045985
2024-03-05,10014.404008078762,8469.445935214218
2024-03-06,10077.331348939066,8573.365517241386
2024-03-07,10230.286126358638,8831.166018808784
2024-03-08,10082.613570982085,8569.368610240343
2024-03-11,10045.178693025044,8504.418871473363
2024-03-12,10189.176659154282,8751.227878787888
2024-03-13,10110.861975820837,8609.337680250792
2024-03-14,10085.369512917574,8564.372476489036
2024-03-15,9965.486038723857,8357.532539184962
2024-03-18,10060.415607000876,8515.410365726235
2024-03-19,10085.481559756729,8555.379435736684
2024-03-20,10205.062251803003,8753.226332288408
2024-03-21,10253.354454360155,8829.167565308262
2024-03-22,10265.08256069546,8844.15596656218
2024-03-25,10227.828575865658,8782.203908045985
2024-03-26,10194.713922683613,8725.247983281093
2024-03-27,10229.438315950898,8783.203134796246
2024-03-28,10210.581360666678,8741.235611285272
2024-04-01,10232.197870382737,8782.203908045985
2024-04-02,10143.89212856395,8626.324535005233
2024-04-03,10166.658452626605,8660.298244514115
2024-04-04,10011.203552966446,8390.507021943582
2024-04-05,10129.174504927485,8590.352371995828
2024-04-08,10132.16402222864,8595.348505747133
2024-04-09,10169.647969927762,8655.302110762808
2024-04-10,10080.882302370333,8497.424284221534
2024-04-11,10241.856310894165,8772.211640543374
2024-04-12,10078.582673677134,8488.431243469182
2024-04-15,9912.779444897586,8205.650073145252
2024-04-16,9913.699296374865,8205.650073145252
2024-04-17,9792.73882711267,8004.805496342744
2024-04-18,9736.857849867969,7906.881274817143
2024-04-19,9535.41037634386,7582.132580982242
2024-04-22,9631.304892850201,7731.017366771165
2024-04-23,9775.03168617505,7962.8379728317705
2024-04-24,9808.146339357096,8014.797763845354
2024-04-25,9760.773988277226,7929.8634900731495
2024-04-26,9911.399667681668,8176.6724973876735
2024-04-29,9951.643169812625,8239.623782654131
2024-04-30,9763.9934684477,7925.866583072104
2024-05-01,9693.394867566534,7808.957053291541
2024-05-02,9817.114891260564,8005.804723093004
2024-05-03,10014.42303313692,8325.557283176599
2024-05-06,10124.115321802445,8511.41345872519
2024-05-07,10125.725061887682,8507.416551724144
2024-05-08,10119.74602728537,8498.423510971794
2024-05-09,10141.822462740065,8529.399540229891
2024-05-10,10165.738601149322,8570.3678369906
2024-05-13,10189.194813819937,8608.338453500526
2024-05-14,10254.734231576069,8715.255715778478
2024-05-15,10415.018351491939,8983.04848484849
2024-05-16,10393.861767514521,8946.077095088824
2024-05-17,10388.802584389487,8937.084054336472
2024-05-20,10461.240888225213,9058.989717868344
2024-05-21,10481.707583594669,9089.965747126442
2024-05-22,10479.63791777079,9086.968066875657
2024-05-23,10432.495529560241,8999.03611285267
2024-05-24,10531.149600498418,9168.90466039708
2024-05-28,10570.933176890738,9233.85439916406
2024-05-29,10496.425207231134,9103.954921630098
2024-05-30,10383.973364133772,8905.108798328116
2024-05-31,10364.656483110912,8905.108798328116
2024-06-03,10420.307497486292,8962.064723093004
2024-06-04,10448.822893281944,9007.029926854759
2024-06-05,10659.468881578845,9370.748463949847
2024-06-06,10655.789475669728,9362.754649947758
2024-06-07,10646.360998027618,9340.771661442011
2024-06-10,10689.364054590415,9414.714440961343
2024-06-11,10762.72220990342,9539.617784743998
2024-06-12,10903.689448796435,9790.423699059567
2024-06-13,10962.789906211612,9891.345600835952
2024-06-14,11019.590734933594,9989.269822361553
2024-06-17,11154.578939224295,10232.081922675032
2024-06-18,11158.028382264092,10235.079602925814
2024-06-20,11072.022269138502,10072.205642633233
2024-06-21,11042.357058996253,10012.25203761756
2024-06-24,10916.831826778061,9787.426018808783
2024-06-25,11041.671957804176,10010.253584117037
2024-06-26,11064.474859965772,10040.230386624875
2024-06-27,11093.036070754035,10086.194817136891
2024-06-28,11035.452984487376,9973.282194357374
2024-07-01,11100.176373451099,10095.187857889245
2024-07-02,11216.724540054814,10304.026248693843
2024-07-03,11310.239472151867,10470.897115987469
2024-07-05,11428.16963282598,10683.73241379311
2024-07-08,11455.348849543843,10736.691431556957
2024-07-09,11465.253140381707,10747.682925809831
2024-07-10,11584.795627471289,10974.50739811913
2024-07-11,11330.739050862796,10485.885517241388
2024-07-12,11397.305098587052,10604.793500522474
2024-07-15,11427.939300480914,10663.747878787886
2024-07-16,11432.31561503718,10669.743239289453
2024-07-17,11096.721388275098,10041.229613375137
2024-07-18,11044.205613599906,9942.306165099277
2024-07-19,10946.314366946588,9761.446123301994
2024-07-22,11109.389667253761,10047.224973876706
2024-07-23,11070.233168592435,9978.27832810868
2024-07-24,10673.140205697562,9256.836614420068
2024-07-25,10555.440377368514,9053.993584117039
2024-07-26,10663.69657954983,9236.852079414844
2024-07-29,10685.117487641028,9264.83042842216
2024-07-30,10538.395783833583,9009.028380355283
2024-07-31,10850.265779053801,9543.614691745044
2024-08-01,10587.456573332776,9081.971933124354
2024-08-02,10336.163984865081,8643.311389759672
2024-08-05,10027.97930716593,8142.698787878793
2024-08-06,10123.797562713647,8283.589759665629
2024-08-07,10014.15936646193,8099.732037617561
2024-08-08,10320.50138540055,8597.346959247656
2024-08-09,10374.399154146144,8684.27968652038
2024-08-12,10396.741391617606,8716.254942528742
2024-08-13,10654.713618092232,9145.922445141072
2024-08-14,10658.168603268232,9152.9170323929
2024-08-15,10927.427114651126,9610.562884012545
2024-08-16,10941.47738770019,9627.549738766984
2024-08-19,11085.204771021767,9880.354106583074
2024-08-20,11061.941204170038,9836.38812957158
2024-08-21,11113.535649464962,9931.314670846397
2024-08-22,10937.33140548899,9608.564430512017
2024-08-23,11055.952563198307,9815.404367816094
2024-08-26,10948.617690397254,9621.554378265415
2024-08-27,10981.324883396715,9678.510303030303
2024-08-28,10856.715084715668,9454.683510971789
2024-08-29,10840.82215290607,9425.705935214213
2024-08-30,10970.038598488449,9647.534273772206
2024-09-03,10636.9780275221,9054.992810867296
2024-09-04,10609.338146114105,9007.029926854755
2024-09-05,10619.24243695197,9025.016008359456
2024-09-06,10334.78199079468,8537.393354231976
2024-09-09,10467.683753898124,8751.227878787879
2024-09-10,10564.42333882611,8910.104932079415
2024-09-11,10793.834354512474,9289.811097178685
2024-09-12,10899.787233243123,9479.664179728317
2024-09-13,10948.61769039725,9555.605412748171
2024-09-16,10900.247897933257,9468.672685475445
2024-09-17,10906.006206559921,9478.664952978057
2024-09-18,10858.788075821263,9389.733772204807
2024-09-19,11133.344231140687,9869.362612330198
2024-09-20,11112.153655394557,9824.397408568442
2024-09-23,11141.563871206734,9876.35719958203
2024-09-24,11195.306509124735,9970.284514106585
2024-09-25,11205.685988550958,9989.269822361548
2024-09-26,11289.875099452553,10131.160020898644
2024-09-27,11227.136912698488,10012.252037617556
2024-09-30,11257.583385682077,10062.213375130617
2024-10-01,11100.737918796922,9777.433751306166
2024-10-02,11116.422465485437,9810.40823406479
2024-10-03,11108.11888194446,9794.420606060608
2024-10-04,11240.284253305039,10027.240438871475
2024-10-07,11119.882291960846,9801.415193312438
2024-10-08,11285.953962780424,10094.188631138977
2024-10-09,11374.756175649225,10251.067230929992
2024-10-10,11361.839490141037,10229.084242424244
2024-10-11,11379.599932714798,10250.068004179728
2024-10-14,11475.091143436053,10421.93500522466
2024-10-15,11321.705503026305,10142.151515151514
2024-10-16,11323.08943361647,10145.149195402299
2024-10-17,11330.931706960726,10161.136823406478
2024-10-18,11405.202648632816,10285.040940438872
2024-10-21,11427.114882977065,10324.010783699057
2024-10-22,11439.570258288533,10343.995318704283
2024-10-23,11264.272383534537,10024.242758620689
2024-10-24,11355.611802485304,10185.11826541275
2024-10-25,11424.808331993461,10302.027795193313
2024-10-28,11426.653572780346,10306.02470219436
2024-10-29,11536.445399599957,10500.8739184953
2024-10-30,11449.257772419678,10341.996865203762
2024-10-31,11160.246934173943,9820.4005015674
2024-11-01,11242.821459387009,9957.294566353188
2024-11-04,11210.068435419815,9895.342507836991
2024-11-05,11353.07459640334,10148.146875653085
2024-11-06,11661.46046291136,10699.720041797285
2024-11-07,11845.061921206336,11036.459456635323
2024-11-08,11858.901227107966,11051.44785788924
2024-11-11,11851.981574157151,11037.458683385583
2024-11-12,11830.530650009621,10998.488840125394
2024-11-13,11815.307413517827,10967.512810867298
2024-11-14,11733.194198501482,10809.634984326023
2024-11-15,11453.640219288527,10287.039393939398
2024-11-18,11533.21622822291,10433.925726227799
2024-11-19,11612.56158205893,10572.81824451411
2024-11-20,11605.872584206476,10559.828296760716
2024-11-21,11647.621157009731,10636.768756530832
2024-11-22,11666.304219976933,10663.747878787884
2024-11-25,11684.756627845773,10696.722361546506
2024-11-26,11747.494814599837,10808.635757575765
2024-11-27,11655.002120157267,10636.768756530833
2024-11-29,11757.41298382934,10812.63266457681
2024-12-02,11885.426563419429,11048.45017763846
2024-12-03,11921.870068960394,11118.396050156747
2024-12-04,12069.25867681277,11389.186499477542
2024-12-05,12035.813687550493,11326.235214211085
2024-12-06,12143.52961848486,11524.082110762809
2024-12-09,12048.961028157044,11339.225161964483
2024-12-10,12007.90442064887,11256.2893416928
2024-12-11,12222.874972320877,11661.975402298858
2024-12-12,12143.990928681578,11509.093709508892
2024-12-13,12236.94493332087,11678.962257053301
2024-12-16,12413.16542846831,12015.701671891336
2024-12-17,12358.500170156865,11908.784409613385
2024-12-18,11912.643865025975,11049.449404388724
2024-12-19,11859.593192403052,10942.532142110773
2024-12-20,11963.157331566928,11136.38213166145
2024-12-23,12079.514986416469,11339.225161964483
2024-12-24,12243.310502039267,11644.988547544419
2024-12-26,12234.99366344629,11624.004785788933
2024-12-27,12072.353264294738,11307.249905956121
2024-12-30,11911.79207479143,11004.484200626966
2024-12-31,11810.60387191021,10815.630344827594
2025-01-02,11787.501542485274,10767.667460815057
2025-01-03,11980.40599318349,11119.39527690701
2025-01-06,12118.09587655611,11372.199644723101
2025-01-07,11901.858073138705,10962.516677115995
2025-01-08,11903.937282786947,10964.515130616519
2025-01-10,11717.270461033462,10614.785768025087
2025-01-13,11679.613664070817,10548.836802507843
2025-01-14,11668.524545946846,10523.856133751313
2025-01-15,11936.973613864608,10999.488066875661
2025-01-16,11853.343181346338,10852.60173458726
2025-01-17,12053.409354166286,11210.324911180782
2025-01-21,12124.102482206592,11331.231347962394
2025-01-22,12279.119112647917,11627.002466039718
2025-01-23,12305.224744898092,11677.963030303043
2025-01-24,12235.686733329034,11540.069738766992
2025-01-27,11879.448813596517,10857.59786833857
2025-01-28,12055.02651722603,11184.345015673995
2025-01-29,12032.386234389596,11139.379811912238
2025-01-30,12083.673405712952,11232.307899686532
2025-01-31,12066.115635350001,11192.338829676082
2025-02-03,11969.547898353769,11014.476468129582
2025-02-04,12116.478713496364,11283.268463949853
2025-02-05,12171.462257527714,11382.191912225715
2025-02-06,12234.993663446288,11497.102988505756
2025-02-07,12080.670102887712,11206.328004179737
2025-02-10,12226.907848147559,11470.123866248705
2025-02-11,12197.798913072138,11416.165621734597
2025-02-12,12204.960635193867,11429.155569487993
2025-02-13,12380.538338823382,11754.903490073157
2025-02-14,12432.51858002949,11844.833897596669
2025-02-18,12460.70342192791,11896.79368861025
2025-02-19,12464.168771341652,11902.789049111821
2025-02-20,12411.264436958549,11796.87101358413
2025-02-21,12153.67346387051,11305.251452455603
2025-02-24,12010.207998141654,11032.462549634287
2025-02-25,11858.887740408321,10752.67905956114
2025-02-26,11887.534628895242,10801.64117032394
2025-02-27,11557.402341412902,10206.102027168246
2025-02-28,11739.9107438699,10520.858453500536
2025-03-03,11483.012840664607,10071.20641588298
2025-03-04,11448.359346527202,9997.263636363647
2025-03-05,11597.600394612291,10259.06104493209
