,QQQ,QLD
2025-03-06,11278.557225253919,9694.497931034493
2025-03-07,11361.494587889441,9828.3943155695
2025-03-10,10921.164189050154,9083.970386624878
2025-03-11,10895.058556799977,9018.021421107638
2025-03-12,11017.96294934064,9225.860585161974
2025-03-13,10819.744962874685,8888.121943573677
2025-03-14,11081.263331964965,9311.79408568444
2025-03-17,11153.111576476518,9431.701295715788
2025-03-18,10962.979405309294,9112.947962382454
2025-03-19,11109.679197157639,9344.76856844306
2025-03-20,11072.02240019499,9282.816509926864
2025-03-21,11108.52408068639,9348.765475444106
2025-03-24,11351.923523831985,9742.460815047032
2025-03-25,11416.704402376658,9858.371118077335
2025-03-26,11206.6292676675,9493.653354231985
2025-03-27,11142.773830244894,9380.740731452464
2025-03-28,10849.40899454973,8887.122716823415
2025-03-31,10848.946273988697,8881.127356321846
2025-04-01,10936.400460024004,9020.019874608157
2025-04-02,11016.219756802264,9151.91780564264
2025-04-03,10426.482401765217,8173.674817136893
2025-04-04,9778.904976598998,7175.447293625921
2025-04-07,9802.5037252117,7196.431055381407
2025-04-08,9625.975831177466,6928.638286311397
2025-04-09,10781.389072077824,8556.378662486946
2025-04-10,10322.832996093739,7856.919937304083
2025-04-11,10513.011146678458,8134.704973876706
2025-04-14,10584.270113077602,8247.617596656228
2025-04-15,10596.069487383953,8266.60290491119
2025-04-16,10276.560939990402,7769.987210031358
2025-04-17,10274.710057746268,7757.996489028223
2025-04-21,10020.445109458424,7378.290323928954
2025-04-22,10283.501748405903,7754.998808777439
2025-04-23,10516.712911166727,8099.732037617564
2025-04-24,10812.622709947578,8560.375569487993
2025-04-25,10933.161416096773,8749.229425287365
2025-04-28,10929.691011889023,8745.23251828632
2025-04-29,11001.87541941023,8853.149007314534
2025-04-30,11000.48725772713,8851.150553814012
2025-05-01,11144.161991927995,9067.982758620697
2025-05-02,11309.58459249743,9346.767021943584
2025-05-05,11242.490111147588,9236.852079414846
2025-05-06,11137.915264354044,9066.983531870437
2025-05-07,11181.642357371697,9134.9309508882
2025-05-08,11297.091137349527,9316.790219435745
2025-05-09,11289.687608372993,9300.802591431564
2025-05-12,11749.631846040178,10058.21646812958
2025-05-13,11928.704703160096,10360.982173458735
2025-05-14,12000.195029839751,10484.886290491126
2025-05-15,12013.382565829203,10507.868505747134
2025-05-16,12065.669989225973,10597.798913270646
2025-05-19,12077.238003251809,10612.787314524563
2025-05-20,12036.981314441902,10536.84608150471
2025-05-21,11869.707831628335,10244.072643678168
2025-05-22,11891.91841855794,10282.043260188095
2025-05-23,11781.790925031995,10086.194817136893
2025-05-27,12058.960541090992,10554.832163009412
2025-05-28,12005.516316291634,10464.901755485904
2025-05-29,12029.115064904336,10502.872371995829
2025-05-30,12010.14352190197,10464.901755485904
2025-06-02,12105.001236913815,10625.777262277963
2025-06-03,12199.62759164514,10794.64658307211
2025-06-04,12233.637552881095,10850.603281086738
2025-06-05,12141.55616123545,10680.734733542327
2025-06-06,12260.243985140512,10886.575444096141
2025-06-09,12278.290087020816,10916.552246603977
2025-06-10,12359.497545482174,11062.439352142117
2025-06-11,12317.852694989168,10985.498892372003
2025-06-12,12346.772730053754,11035.460229885064
2025-06-13,12191.761342107573,10752.679059561136
2025-06-16,12361.348427726305,11048.45017763846
2025-06-17,12240.809721577112,10828.620292580992
2025-06-18,12238.727479052463,10823.624158829683
2025-06-20,12188.753658460857,10726.699164054344
2025-06-23,12313.94525121152,10950.525956112862
2025-06-24,12502.250291919412,11282.26923719959
2025-06-25,12534.213509161344,11324.236760710564
2025-06-26,12651.411972381753,11538.071285266467
2025-06-27,12694.72444791973,11614.012518286323
2025-06-30,12776.948666187012,11761.898077324984
2025-07-01,12669.246521132685,11557.05659352143
2025-07-02,12757.492794822358,11719.930553814012
2025-07-03,12883.02948862762,11939.760438871484
2025-07-07,12785.981749320601,11760.898850574724
2025-07-08,12793.161892324226,11769.891891327077
2025-07-09,12883.72434117636,11935.76353187044
2025-07-10,12865.19493987669,11897.792915360511
2025-07-11,12836.242750345957,11840.836990595622
2025-07-14,12882.797871111377,11921.774357366783
2025-07-15,12894.610364439915,11940.759665621747
2025-07-16,12907.812562865929,11966.739561128541
2025-07-17,13012.272062692815,12158.591097178698
2025-07-18,12999.76471681554,12127.615067920598
2025-07-21,13067.165414043086,12252.518411703253
2025-07-22,12999.533099299295,12123.618160919552
2025-07-23,13058.827183458234,12232.533876698028
2025-07-24,13086.621285407738,12286.492121212133
2025-07-25,13118.121267617178,12335.454231974934
2025-07-28,13159.117567992695,12413.393918495312
2025-07-29,13138.73522656306,12376.422528735644
2025-07-30,13156.338157797745,12405.400104493221
2025-07-31,13086.621285407738,12267.50681295717
2025-08-01,12828.830989826087,11777.885705329165
2025-08-04,13065.544091429365,12210.55088819228
2025-08-05,12976.834582707195,12041.681567398133
2025-08-06,13140.124931660535,12344.447272727286
2025-08-07,13184.59549477974,12427.383092998965
2025-08-08,13307.584395906293,12652.209111807744
2025-08-11,13268.209418144495,12570.272518286323
2025-08-12,13434.97402984152,12890.025078369918
2025-08-13,13441.690937812651,12900.01734587253
2025-08-14,13431.268149581585,12877.035130616521
2025-08-15,13372.20568293889,12756.128693834911
2025-08-18,13366.878480065236,12748.134879832824
2025-08-19,13185.52196484472,12398.405517241392
2025-08-20,13107.235244353617,12247.522277951946
2025-08-21,13046.551455097198,12135.608881922688
2025-08-22,13247.827076714859,12504.323552769085
2025-08-25,13209.61018653429,12429.381546499491
2025-08-26,13262.650597754593,12529.304221525616
2025-08-27,13283.032939184228,12564.277157784758
2025-08-28,13366.183627516495,12717.158850574726
2025-08-29,13211.463126664254,12412.39469174505
2025-09-02,13100.749953898729,12206.553981191237
2025-09-03,13203.81974862814,12392.410156739827
2025-09-04,13323.334387011007,12618.235402298866
2025-09-05,13342.558640859412,12646.213751306179
2025-09-08,13407.643162924502,12770.117868338571
2025-09-09,13445.628435588824,12839.064514106598
2025-09-10,13450.029168397496,12847.058328108687
2025-09-11,13528.3158888886,12992.945433646828
2025-09-12,13588.073208080032,13104.858829676086
2025-09-15,13704.345201235456,13327.686394984341
2025-09-16,13692.764325423163,13297.709592476505
2025-09-17,13665.433458506152,13240.753667711613
2025-09-18,13788.653977148955,13485.564221525616
2025-09-19,13881.99583619604,13661.428129571592
2025-09-22,13964.079925865994,13820.305182863129
2025-09-23,13871.326156846624,13633.449780564279
2025-09-24,13822.630428111455,13534.526332288417
2025-09-25,13763.03613151651,13412.620668756546
2025-09-26,13819.615930618325,13520.53715778476
2025-09-29,13883.61603124169,13641.443594566374
2025-09-30,13921.645076539631,13709.391013584134
2025-10-01,13988.427790233576,13841.288944618618
2025-10-02,14045.935127025588,13953.202340647873
2025-10-03,13986.80459927574,13827.29977011496
2025-10-06,14091.848242690177,14036.138160919558
2025-10-07,14017.64522747468,13885.254921630114
2025-10-08,14178.341132300739,14201.010574712664
2025-10-09,14161.181685032154,14164.039184952999
2025-10-10,13669.586709229498,13170.807795193332
2025-10-13,13959.674121837576,13732.373228840148
2025-10-14,13866.688468395658,13549.51473354234
2025-10-15,13964.543694711092,13733.372455590408
2025-10-16,13912.833468482793,13631.451327063764
2025-10-17,14004.19593096687,13805.31678160922
2025-10-20,14180.65997652622,14150.050010449348
2025-10-21,14176.949825765445,14142.056196447256
2025-10-22,14040.369900884425,13861.27347962385
2025-10-23,14158.399071961572,14099.089446186023
2025-10-24,14309.587715463143,14386.866750261259
2025-10-27,14564.428695843857,14902.467753396057
2025-10-28,14676.428871934744,15127.293772204835
2025-10-29,14742.515932361044,15265.187063740888
2025-10-30,14517.124273643978,14793.552037617586
2025-10-31,14587.153369253603,14936.44146290494
2025-11-03,14656.950580440678,15070.337847439947
2025-11-04,14359.442866311052,14452.815715778503
2025-11-05,14452.892288598066,14642.668798328139
2025-11-06,14183.674474019348,14095.092539184983
2025-11-07,14138.920780467502,14000.165997910166
2025-11-10,14451.732866485323,14613.691222570562
2025-11-11,14413.240052342286,14535.751536050186
2025-11-12,14401.877715637414,14510.770867293653
2025-11-13,14107.848267846013,13914.232497387697
2025-11-14,14118.51495128324,13928.221671891353
2025-11-17,13997.935051558059,13689.40647857892
2025-11-18,13827.500000984966,13356.663970741929
2025-11-19,13910.050855412206,13508.546436781638
2025-11-20,13580.774975393446,12872.038996865233
2025-11-21,13682.804121314754,13061.892079414869
2025-11-24,14032.717714940323,13735.370909090945
2025-11-25,14119.210604550886,13891.2502821317
2025-11-26,14243.964423881938,14137.060062695962
2025-11-28,14359.442866311052,14350.894587251869
2025-12-01,14311.21090642098,14258.965726227832
2025-12-02,14423.211082511869,14482.792518286351
2025-12-03,14458.45751473923,14546.743030303074
2025-12-04,14445.008218231422,14512.769320794192
2025-12-05,14503.906861558718,14632.676530825542
2025-12-08,14476.080730852907,14566.727565308298
2025-12-09,14493.935831389135,14608.69508881927
2025-12-10,14553.298243561534,14720.60848484853
2025-12-11,14506.225705784205,14624.682716823452
2025-12-12,14228.891936416292,14057.121922675069
2025-12-15,14157.471534271379,13915.231724137971
2025-12-16,14185.529549399738,13969.189968652081
2025-12-17,13922.572614229826,13445.595151515192
2025-12-18,14124.312061846955,13837.292037617595
2025-12-19,14308.4282933504,14199.012121212161
2025-12-22,14376.928806846587,14322.916238244556
2025-12-23,14444.261526828264,14460.809529780603
2025-12-24,14486.518613161592,14534.752309299938
2025-12-26,14485.589885989431,14524.760041797324
2025-12-29,14415.47098449127,14380.871389759703
2025-12-30,14382.03680629347,14310.92551724142
2025-12-31,14263.159728256851,14071.111097178724
2026-01-02,14235.53009488506,14009.159038662525
2026-01-05,14348.60262809567,14228.988923719999
2026-01-06,14474.677341716535,14480.794064785829
2026-01-07,14488.608249298952,14506.773960292621
2026-01-08,14406.183712769656,14338.903866248733
2026-01-09,14549.672060868545,14616.688902821357
2026-01-12,14561.745514106638,14642.668798328148
2026-01-13,14540.152607353893,14590.709007314565
2026-01-14,14384.822987809952,14286.944075235147
2026-01-15,14436.599527657932,14376.874482758656
2026-01-16,14424.526074419839,14338.90386624873
2026-01-20,14118.04610760668,13735.370909090945
2026-01-21,14308.899541485785,14097.090992685513
2026-01-22,14412.916984767826,14310.925517241416
2026-01-23,14458.42461620372,14398.857471264404
2026-01-26,14522.042427496757,14520.763134796274
2026-01-27,14653.68950415059,14780.562089864196
2026-01-28,14702.215498896006,14860.500229885096
2026-01-29,14614.218599333743,14692.630135841207
2026-01-30,14438.6891637953,14330.910052246641
2026-02-02,14537.830789423495,14534.752309299934
2026-02-03,14314.471904518754,14081.103364681332
2026-02-04,14064.412113414384,13585.486896551763
2026-02-05,13861.949589883268,13197.786917450405
2026-02-06,14154.963012700091,13747.361630094087
2026-02-09,14263.391910049899,13955.20079414842
2026-02-10,14197.22009903342,13825.301316614463
2026-02-11,14235.297913092027,13893.248735632224
2026-02-12,13945.767217170807,13327.686394984365
2026-02-13,13975.486486679962,13373.650825496381
2026-02-17,13961.091215511466,13343.674022988542
2026-02-18,14065.340840586547,13539.522466039745
2026-02-19,14011.474664601206,13437.6013375131
2026-02-20,14135.45974208471,13669.421943573707
2026-02-23,13963.645215234908,13339.677115987499
2026-02-24,14113.634653538924,13615.463699059597
2026-02-25,14318.186813207401,14005.16213166148
2026-02-26,14145.443559185442,13677.415757575796
2026-02-27,14100.168109542587,13587.485350052284
2026-03-02,14118.742652985811,13615.463699059601
2026-03-03,13967.592305716596,13325.687941483846
2026-03-04,14180.503009934524,13719.383281086773
2026-03-05,14137.781560015113,13641.443594566397
2026-03-06,13925.103037590226,13227.763719958244
2026-03-09,14111.080653815485,13577.493082549678
2026-03-10,14111.312835608525,13571.497722048109
2026-03-11,14109.455381264206,13569.499268547588
2026-03-12,13867.2897711232,13105.858056426374
2026-03-13,13785.097416386945,12941.984869383532
2026-03-16,13939.730490551763,13227.763719958244
2026-03-17,14007.759755912562,13359.661650992724
2026-03-18,13812.494867965695,12979.955485893455
2026-03-19,13768.844690874126,12896.020438871512
2026-03-20,13514.373445701987,12416.391598746119
2026-03-23,13669.304176925485,12706.167356321876
2026-03-24,13575.850770817935,12518.312727272763
2026-03-25,13665.119696055,12676.19055381404
2026-03-26,13338.962659316452,12076.654503657299
2026-03-27,13078.36248954888,11601.022570532949
2026-03-30,12978.399890976123,11423.16020898645
2026-03-31,13417.770382377299,12190.56635318708
2026-04-01,13583.522319080494,12488.335924764928
2026-04-02,13599.097886765087,12510.318913270676
2026-04-06,13680.927734899062,12660.202925809861
2026-04-07,13683.019975334308,12668.196739811952
2026-04-08,14089.844504409471,13405.626081504744
2026-04-09,14185.157679792796,13591.482257053334
2026-04-10,14205.61514182629,13627.454420062737
2026-04-13,14352.53691461229,13907.237910135882
2026-04-14,14613.137084379867,14408.849738767023
2026-04-15,14817.711704714806,14810.538892372042
2026-04-16,14889.080350672564,14948.432183908093
2026-04-17,15083.891182309699,15334.133709508931
2026-04-20,15036.002123458564,15242.204848484895
2026-04-21,14978.814218228572,15122.297638453549
2026-04-22,15229.41812813887,15623.909467084692
2026-04-23,15143.636270293879,15448.045559038712
2026-04-24,15433.295334995397,16035.590888192317
2026-04-27,15441.431825576901,16045.583155694932
2026-04-28,15286.141091049923,15721.833688610293
2026-04-29,15379.594497157479,15915.683678160975
2026-04-30,15523.029202551405,16197.46562173464
2026-05-01,15672.043215772646,16507.225914315623
2026-05-04,15642.519378519764,16443.275402298907
2026-05-05,15845.466700738401,16864.949090909147
2026-05-06,16174.645862550075,17556.41400208992
2026-05-07,16155.35075631394,17518.443385579994
2026-05-08,16534.04627509305,18329.815506792118
2026-05-11,16581.93533394418,18437.731995820337
2026-05-12,16441.29028246391,18123.974796238304
2026-05-13,16614.94623858914,18495.687147335484
2026-05-14,16733.04158760067,18765.47836990602
2026-05-15,16480.577908414598,18191.92221525607
2026-05-18,16409.674204775787,18026.050574712703
2026-05-19,16308.549250405673,17812.2160501568
2026-05-20,16578.68073771158,18395.76447230936
2026-05-21,16610.29681539971,18461.713437826602
2026-05-22,16680.735576719577,18605.602089864216
2026-05-26,16976.903833886296,19265.091745036636
2026-05-27,16957.60872765016,19223.124221525664
2026-05-28,17100.578490725147,19542.876781609262
2026-05-29,17163.578174941926,19676.773166144263
2026-06-01,17266.56289858781,19910.592225705397
2026-06-02,17346.068035127068,20090.453040752418
2026-06-03,17300.736159030126,19984.535005224723
2026-06-04,17217.046541620377,19788.686562173523
2026-06-05,16390.61156969911,17894.152643678222
2026-06-08,16646.562316277257,18435.73354231981
2026-06-09,16455.006080872725,18010.062946708524
2026-06-10,16126.291861379994,17288.62123301991
2026-06-11,16670.971788021765,18421.74436781615
2026-06-12,16769.07461731875,18661.558787878846
2026-06-15,17295.854264681213,19820.66181818188
2026-06-16,16967.140045188484,19077.23711598752
2026-06-17,16796.273742976915,18697.53095088825
2026-06-18,17217.279012779843,19566.858223615523
2026-06-22,17174.1205095528,19520.89379310351
2026-06-23,16608.592860820318,18229.892831765992
2026-06-24,16538.076450299355,18060.02428422158
2026-06-25,16672.127448517425,18339.807774294728
2026-06-26,16442.658205039967,17810.217596656275
2026-06-29,16851.32756766311,18721.51239289452
2026-06-30,17138.047758296205,19337.036071055445
2026-07-01,16876.694857256458,18765.478369906017
2026-07-02,16584.15648093682,18107.98716823412
2026-07-06,16822.003911802913,18613.595903866306
2026-07-07,16510.38188643139,17924.129446186053
2026-07-08,16557.160099351244,18014.05985370956
2026-07-09,16832.70937346616,18613.595903866302
2026-07-10,16884.607589790176,18725.509299895562
2026-07-13,16564.141922175102,18012.061400209037
