period,70% QQQ / 30% QLD
2017-09,-0.0039243562111098695
2017-10,0.05964824591963014
2017-11,0.02492400467638589
2017-12,0.00693273002674033
2018-01,0.11463225930337306
2018-02,-0.019359621719620135
2018-03,-0.05430088492569585
2018-04,0.0043556350549731615
2018-05,0.07343395764830185
2018-06,0.01313281956596235
2018-07,0.03469029168394
2018-08,0.07583834803484879
2018-09,-0.0044539705923319906
2018-10,-0.11292886411854619
2018-11,-0.005418075358639252
2018-12,-0.11418243557277818
2019-01,0.11646758548849112
2019-02,0.03789418487610652
2019-03,0.05027444084469912
2019-04,0.0712130001854725
2019-05,-0.10711708893457961
2019-06,0.09886048455935814
2019-07,0.029379359274369854
2019-08,-0.027376979255022804
2019-09,0.01051834662232598
2019-10,0.056024761810699486
2019-11,0.052651381380045326
2019-12,0.0499690014528944
2020-01,0.0383032281555451
2020-02,-0.07737234328695775
2020-03,-0.11489827953600273
2020-04,0.19612299774744657
2020-05,0.08328844971282545
2020-06,0.0809696424202373
2020-07,0.09609912613153226
2020-08,0.1451015300742846
2020-09,-0.07553033751205773
2020-10,-0.041546249596773555
2020-11,0.14578030724258428
2020-12,0.0637822593107118
2021-01,0.002605542393037119
2021-02,-0.0030256918464353078
2021-03,0.018970226896286135
2021-04,0.07719185394196959
2021-05,-0.016818289217827243
2021-06,0.08213043376689266
2021-07,0.03672296488154414
2021-08,0.05466247748762432
2021-09,-0.0741213323872234
2021-10,0.10339541612460934
2021-11,0.025006854653397248
2021-12,0.012875119830460413
2022-01,-0.1119563937369008
2022-02,-0.060287350119108574
2022-03,0.0565086655339051
2022-04,-0.17384143583616307
2022-05,-0.025118801682242564
2022-06,-0.11738681637340775
2022-07,0.16398716019032045
2022-08,-0.06877573104255941
2022-09,-0.13683327598209294
2022-10,0.04774753681823363
2022-11,0.0681771387479373
2022-12,-0.11888779366045399
2023-01,0.13782012166207713
2023-02,-0.007789437005143562
2023-03,0.12252042884920744
2023-04,0.0045672103512435225
2023-05,0.1011443621650141
2023-06,0.08087126132916245
2023-07,0.04878062797248117
2023-08,-0.02232991668997797
2023-09,-0.06694206249893375
2023-10,-0.029237505870588043
2023-11,0.14127149905684
2023-12,0.07094295079484336
2024-01,0.021521093678629644
2024-02,0.06683061042119798
2024-03,0.013953842812116646
2024-04,-0.058711367880600496
2024-05,0.07985448549645535
2024-06,0.0813890646436557
2024-07,-0.024283156389570237
2024-08,0.010950913636963211
2024-09,0.03126980744093899
2024-10,-0.013200480280689653
2024-11,0.06748902687491554
2024-12,0.0032652126541059534
2025-01,0.025571123564481546
2025-02,-0.03675879167090801
2025-03,-0.10014023690804874
2025-04,0.008766363577008551
2025-05,0.1189783362802661
2025-06,0.08177948533177015
2025-07,0.029923485655290794
2025-08,0.010241848183896174
2025-09,0.06882434703030826
2025-10,0.060292651187861646
2025-11,-0.022675456196300847
2025-12,-0.010556587553320451
2026-01,0.014170170990766895
2026-02,-0.03192621703939125
2026-03,-0.0641066737904018
2026-04,0.2092293290941356
2026-05,0.13852975163164105
2026-06,-0.00614158877132398
2026-07,-0.04411129634650446
